id,scan_id,signal_type,status,evidence_text,source_type,source_reference,confidence,created_at
aa7a648f-41d9-46bf-8929-cfc02045cec2,6255322c-a1c0-4a44-86ab-03f42501021a,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-10-03T18:28:03
20dbd334-880b-4a51-b23c-00bcb1512545,6255322c-a1c0-4a44-86ab-03f42501021a,visual_heuristic,Pass,"No blur, crop, or missing print fields detected",user_photo,Uploaded package photo,medium,2025-10-03T18:28:03
f3b62ea6-83a6-4597-b660-cb14175cfe0b,b444121f-e699-4761-b240-eb3efdc84b2f,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-08-07T21:15:44
867bf9c3-f06d-4a1a-91ab-f9de3ff4b602,b444121f-e699-4761-b240-eb3efdc84b2f,label_consistency,FAIL,"Printed manufacturer differs from encoded manufacturer (fuzzy match, 0.58 confidence)",ocr_reading,OCR vs decoded payload,medium,2026-08-07T21:15:44
4da1357b-c97a-4531-b9f5-5b32c3ff6ea9,b444121f-e699-4761-b240-eb3efdc84b2f,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2026-08-07T21:15:44
578356a1-dcfb-4c07-9c3c-b5624eca88f6,b444121f-e699-4761-b240-eb3efdc84b2f,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2026-08-07T21:15:44
74e41bb0-abba-4523-aadc-6e3197f5205d,b444121f-e699-4761-b240-eb3efdc84b2f,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-08-07T21:15:44
cf997bc0-5320-43d5-862b-7f251b569e86,b444121f-e699-4761-b240-eb3efdc84b2f,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2026-08-07T21:15:44
a5d10fe0-2588-4fae-ae47-52abcae7c28a,0c619398-6fac-4b53-a3fb-30c598dc1ee4,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-05-18T02:13:22
fa7c7e9f-6df8-47ce-af17-40014220e3a2,0c619398-6fac-4b53-a3fb-30c598dc1ee4,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2026-05-18T02:13:22
9b8e6bee-796e-41cf-bec4-45c82a74cb36,0c619398-6fac-4b53-a3fb-30c598dc1ee4,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2026-05-18T02:13:22
1a33c1ee-73c9-4c05-92bf-743fe85581a1,0c619398-6fac-4b53-a3fb-30c598dc1ee4,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2026-05-18T02:13:22
3c7153f6-086c-4d05-a11e-7225b9897f81,0c619398-6fac-4b53-a3fb-30c598dc1ee4,replay_pattern,Inconclusive,"[Preview] Same serial recorded in two locations >1,000km apart within 24 hours",user_photo,Synthetic demo scan-log data only,medium,2026-05-18T02:13:22
7e48b9c6-54c7-4667-b012-adb3ce558c46,0c619398-6fac-4b53-a3fb-30c598dc1ee4,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2026-05-18T02:13:22
f7421f75-5e77-452f-a813-84ca494ca73c,d30af8e0-9381-4421-9ca5-633e9ea59cb4,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-02-20T19:45:04
18c9b023-63ef-4143-a5e0-dcb8a05ed89f,d30af8e0-9381-4421-9ca5-633e9ea59cb4,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2026-02-20T19:45:04
ceaf6a64-d0c3-41e3-b611-47d2e9d13190,d30af8e0-9381-4421-9ca5-633e9ea59cb4,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2026-02-20T19:45:04
2c4c1876-824b-4a65-a4c5-2810dbd0cb0f,d30af8e0-9381-4421-9ca5-633e9ea59cb4,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2026-02-20T19:45:04
173803c9-8caa-4349-b29b-90f74931dbd0,d30af8e0-9381-4421-9ca5-633e9ea59cb4,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-02-20T19:45:04
86d84dd0-5118-4178-ad91-fe7d29e0c309,d30af8e0-9381-4421-9ca5-633e9ea59cb4,visual_heuristic,FAIL,Uploaded photo is blurred and a print field is partially cropped out of frame,user_photo,Uploaded package photo,medium,2026-02-20T19:45:04
41006dad-28d9-4ee5-989a-5b238c3e89ce,d0ab5358-7bbe-4d07-bf41-53e4850196c0,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-10-10T12:33:41
4bcd9723-c04a-49f8-8246-5f05753c67f2,d0ab5358-7bbe-4d07-bf41-53e4850196c0,label_consistency,Pass,"Fields match (fuzzy match, 0.99 confidence)",ocr_reading,OCR vs decoded payload,high,2025-10-10T12:33:41
06a83dba-5a1b-4621-a828-702780151e22,d0ab5358-7bbe-4d07-bf41-53e4850196c0,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2025-10-10T12:33:41
974579ed-b48f-4c37-ab8b-ea5789985436,d0ab5358-7bbe-4d07-bf41-53e4850196c0,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-10-10T12:33:41
1b4ca262-c2d3-456e-9f61-bdd086c06e84,d0ab5358-7bbe-4d07-bf41-53e4850196c0,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-10-10T12:33:41
bdb38d86-94a8-4195-b27d-e79de4b9ffc3,d0ab5358-7bbe-4d07-bf41-53e4850196c0,visual_heuristic,Pass,"No blur, crop, or missing print fields detected",user_photo,Uploaded package photo,medium,2025-10-10T12:33:41
2a9868c1-309f-4426-948a-086417e821b8,1325893f-1d6b-4fc1-b297-3fea5bae566b,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-11-10T15:13:28
3ad4e858-6b1c-461f-b130-55a548b9b9bb,1325893f-1d6b-4fc1-b297-3fea5bae566b,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-11-10T15:13:28
fd02d0b8-9303-4665-8f40-9aa57e7cbf5a,1325893f-1d6b-4fc1-b297-3fea5bae566b,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2025-11-10T15:13:28
c6c1e263-ab42-4cb2-a919-65599af30089,1325893f-1d6b-4fc1-b297-3fea5bae566b,nsq_status,Pass,No match found in current CDSCO alerts,government_record,CDSCO NSQ/spurious database,structured,2025-11-10T15:13:28
1a187025-10ef-4016-b409-7ddbab6efd1a,1325893f-1d6b-4fc1-b297-3fea5bae566b,replay_pattern,Inconclusive,[Preview] Batch is in early distribution; too few scans to assess pattern,user_photo,Synthetic demo data only,low,2025-11-10T15:13:28
6a6be4cd-4bb0-49e5-9b89-9245e6d9cfda,1325893f-1d6b-4fc1-b297-3fea5bae566b,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-11-10T15:13:28
d799dec5-c641-434c-af62-3a38f6e90628,75ddf327-4198-4691-9ae0-18ef8eec6dd6,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-07-06T13:38:22
b280be6d-c063-49ec-9e91-4d8667b55a4e,75ddf327-4198-4691-9ae0-18ef8eec6dd6,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2026-07-06T13:38:22
594cf13d-7f49-446c-a923-cb6a6192cf06,75ddf327-4198-4691-9ae0-18ef8eec6dd6,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2026-07-06T13:38:22
46080778-662d-4670-9277-0fcf1f103231,75ddf327-4198-4691-9ae0-18ef8eec6dd6,nsq_status,FAIL,Batch listed Not of Standard Quality (pH out of range) -- an open dispute against this finding is under review,government_record,"CDSCO NSQ list, May 2026, State Labs",medium,2026-07-06T13:38:22
2bec74fe-8ea3-4848-9877-5f8f22bd43c0,75ddf327-4198-4691-9ae0-18ef8eec6dd6,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-07-06T13:38:22
908e8d3a-112a-424d-8d71-993db3bb489e,75ddf327-4198-4691-9ae0-18ef8eec6dd6,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2026-07-06T13:38:22
fbad80d2-7765-4484-8182-94637d1ba046,5d38f16b-b2e7-4b69-8ec9-183c79b32249,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-08-26T13:55:49
b638341c-abeb-4821-9bcc-d96901f7ec7c,5d38f16b-b2e7-4b69-8ec9-183c79b32249,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-08-26T13:55:49
485511bd-5cfe-41ce-b69c-730459a6ccd1,5d38f16b-b2e7-4b69-8ec9-183c79b32249,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2025-08-26T13:55:49
039940d2-163a-474d-9e11-65383015df6b,5d38f16b-b2e7-4b69-8ec9-183c79b32249,nsq_status,Pass,No currently active NSQ match. A prior alert against this batch number was corrected (transcription error) -- see Batch Timeline for full history,government_record,"CDSCO NSQ Correction Notice, Dec 2025",high,2025-08-26T13:55:49
22b2e77a-e735-49b6-abf3-f6c4ad15d814,5d38f16b-b2e7-4b69-8ec9-183c79b32249,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-08-26T13:55:49
02ca9081-a6bc-4646-9a03-87f1d7d03084,5d38f16b-b2e7-4b69-8ec9-183c79b32249,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-08-26T13:55:49
1c559409-e238-400c-886c-4e7841d22031,dbf355ac-c747-4187-bc28-ebb4b620b2e6,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-07-10T19:07:27
e4e7bd8e-77ba-4f54-872c-983dd104d5fa,dbf355ac-c747-4187-bc28-ebb4b620b2e6,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-07-10T19:07:27
e00b4565-b1e2-47d4-b4fa-fcb7b5675933,dbf355ac-c747-4187-bc28-ebb4b620b2e6,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2025-07-10T19:07:27
cee31f0f-7c6b-4ed4-a199-4babcdee3e5a,dbf355ac-c747-4187-bc28-ebb4b620b2e6,nsq_status,Pass,Original NSQ finding was overturned on dispute review -- see Batch Timeline for full history,government_record,"Dispute resolution record, resolved_overturned",high,2025-07-10T19:07:27
a8429172-f09d-4c57-9e0d-be0b9f082e20,dbf355ac-c747-4187-bc28-ebb4b620b2e6,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-07-10T19:07:27
32712c17-f494-4aed-82bf-531347131c61,dbf355ac-c747-4187-bc28-ebb4b620b2e6,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-07-10T19:07:27
0e1224a7-cd60-499f-bf19-13689ba770e4,fa3c0431-aa94-4d44-b565-491c3bec1863,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-08-22T18:50:41
9cfb545e-be1e-44ff-9d53-daadffd7e1ce,fa3c0431-aa94-4d44-b565-491c3bec1863,label_consistency,Pass,Fields match,ocr_reading,OCR vs decoded payload,high,2025-08-22T18:50:41
10c1992e-2426-49b4-bf45-99dde1b257f2,fa3c0431-aa94-4d44-b565-491c3bec1863,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2025-08-22T18:50:41
126819f9-ed2f-4344-b7e6-63a09b43f51e,fa3c0431-aa94-4d44-b565-491c3bec1863,nsq_status,FAIL,Batch listed Not of Standard Quality (disintegration failure). Manufacturer's dispute was reviewed and the original finding was upheld,government_record,"CDSCO NSQ list, April 2026, Central Labs",high,2025-08-22T18:50:41
8f8fb4b6-aca9-492e-ad82-b2027aee7f6b,fa3c0431-aa94-4d44-b565-491c3bec1863,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-08-22T18:50:41
46732fe6-7c77-486c-a164-30e0f6f290b3,fa3c0431-aa94-4d44-b565-491c3bec1863,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-08-22T18:50:41
22874421-e818-4cde-8007-2fbb9d5029ff,1bcba5fe-ca92-4c4c-81f9-f365259f81f7,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-12-27T17:51:24
08fb0712-b8f7-4127-8fe3-408b0c5f8c46,1bcba5fe-ca92-4c4c-81f9-f365259f81f7,label_consistency,Pass,Printed manufacturer matches encoded manufacturer,ocr_reading,OCR vs decoded payload,high,2025-12-27T17:51:24
8530e5dc-6fb1-49e6-9ed6-683609ef35c8,1bcba5fe-ca92-4c4c-81f9-f365259f81f7,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2025-12-27T17:51:24
2411debf-f3bf-4b21-9ea0-282316e8f6f4,1bcba5fe-ca92-4c4c-81f9-f365259f81f7,nsq_status,FAIL,Batch listed Not of Standard Quality,government_record,CDSCO NSQ/spurious database,high,2025-12-27T17:51:24
79eb3c7e-8bcb-45cf-8a12-0374b0043d16,1bcba5fe-ca92-4c4c-81f9-f365259f81f7,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-12-27T17:51:24
c028b14f-a06d-4ce2-beb2-49d84ce2199a,1bcba5fe-ca92-4c4c-81f9-f365259f81f7,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-12-27T17:51:24
4c360495-e210-4973-9ca0-4fcbcdcce28d,00f77458-0e64-429a-8bc4-95d0a0a93503,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-07-27T09:24:54
5b4ff6ad-653f-46ee-b026-9da5fe2fc2cf,00f77458-0e64-429a-8bc4-95d0a0a93503,label_consistency,Pass,Printed manufacturer matches encoded manufacturer,ocr_reading,OCR vs decoded payload,high,2025-07-27T09:24:54
54466069-56a2-4508-92b6-36089898659e,00f77458-0e64-429a-8bc4-95d0a0a93503,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2025-07-27T09:24:54
1c819363-f1fd-492f-9c1b-39d39a420837,00f77458-0e64-429a-8bc4-95d0a0a93503,nsq_status,FAIL,Batch listed Not of Standard Quality,government_record,CDSCO NSQ/spurious database,high,2025-07-27T09:24:54
069cafcb-be1b-46fd-a9a7-767238f6b4d1,00f77458-0e64-429a-8bc4-95d0a0a93503,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-07-27T09:24:54
e174fb70-899e-426c-beda-881b82f0efd6,00f77458-0e64-429a-8bc4-95d0a0a93503,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-07-27T09:24:54
407c92c5-5899-44bc-ad90-29e63fe5c17e,92881cf8-7f43-4c2f-89ae-8fb97a3270c1,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2026-08-27T03:13:27
55d6e6ff-e42d-429b-bc7a-c2f7f61d8fbe,92881cf8-7f43-4c2f-89ae-8fb97a3270c1,label_consistency,Pass,Printed manufacturer matches encoded manufacturer,ocr_reading,OCR vs decoded payload,high,2026-08-27T03:13:27
27a24f60-c9ee-48ed-be89-ccab0c048647,92881cf8-7f43-4c2f-89ae-8fb97a3270c1,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2026-08-27T03:13:27
12ec52b4-b595-439d-903f-d828f6026701,92881cf8-7f43-4c2f-89ae-8fb97a3270c1,nsq_status,FAIL,Batch listed Not of Standard Quality,government_record,CDSCO NSQ/spurious database,high,2026-08-27T03:13:27
b66dff67-42dc-43df-b9f6-0300b0b5082f,92881cf8-7f43-4c2f-89ae-8fb97a3270c1,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2026-08-27T03:13:27
1a866baf-38e6-4b2b-9315-0f0bc3f9f0f9,92881cf8-7f43-4c2f-89ae-8fb97a3270c1,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2026-08-27T03:13:27
6936b142-1db1-4033-9ec3-f70c03460083,372e462b-a96f-4471-a716-3e2ce3288123,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-11-13T10:04:28
77113f9c-bc7f-47c7-9a41-d8a8af554222,372e462b-a96f-4471-a716-3e2ce3288123,label_consistency,Pass,Printed manufacturer matches encoded manufacturer,ocr_reading,OCR vs decoded payload,high,2025-11-13T10:04:28
e73b313c-7e7f-4246-a843-144edb10fb75,372e462b-a96f-4471-a716-3e2ce3288123,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2025-11-13T10:04:28
224b583c-acc1-4a4b-802d-ca111081d886,372e462b-a96f-4471-a716-3e2ce3288123,nsq_status,FAIL,Batch listed Not of Standard Quality,government_record,CDSCO NSQ/spurious database,high,2025-11-13T10:04:28
cac61885-98f7-4604-a81e-e0d71d728f10,372e462b-a96f-4471-a716-3e2ce3288123,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-11-13T10:04:28
8109c717-a69d-493d-9d59-8c4c1015af71,372e462b-a96f-4471-a716-3e2ce3288123,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-11-13T10:04:28
dfe792f4-d67c-4065-9b76-be75b995993f,03fc9225-6fb2-44e9-af76-3dced211e3a7,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-09-09T15:54:53
0daf64a7-18a8-425e-b2f2-ef7ae06ef259,03fc9225-6fb2-44e9-af76-3dced211e3a7,label_consistency,Pass,Printed manufacturer matches encoded manufacturer,ocr_reading,OCR vs decoded payload,high,2025-09-09T15:54:53
dd4c96c3-90d6-4d43-ad88-4fd88e893ac7,03fc9225-6fb2-44e9-af76-3dced211e3a7,expiry_status,Pass,Not yet expired,decoded_code,Decoded payload,structured,2025-09-09T15:54:53
fb36df17-fd98-4567-96eb-a1eae5cd57f4,03fc9225-6fb2-44e9-af76-3dced211e3a7,nsq_status,FAIL,Batch listed Not of Standard Quality,government_record,CDSCO NSQ/spurious database,high,2025-09-09T15:54:53
5623001a-693c-4b03-a3c0-6b118adcf77e,03fc9225-6fb2-44e9-af76-3dced211e3a7,replay_pattern,Inconclusive,[Preview] Synthetic demo data only,user_photo,Synthetic demo data only,low,2025-09-09T15:54:53
912cc541-e28b-43b1-8983-124c0acf63bb,03fc9225-6fb2-44e9-af76-3dced211e3a7,visual_heuristic,Pass,No blur or crop detected,user_photo,Uploaded package photo,medium,2025-09-09T15:54:53
c6c0be28-0967-4ce4-ab54-b338004f9c45,f366d25b-bdf2-444c-9585-0b205ef3b6c0,code_validity,Pass,Decodes correctly,decoded_code,Decoded from scanned code,structured,2025-12-18T09:24:02
